[FILTER_LOG] ROW被过滤 - 过滤器: filter_header, 文本: '语文·六年级上册', 坐标: (1395, 270), 尺寸: 450x65
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '51', 坐标: (1768, 2519), 尺寸: 58x51
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '55', 坐标: (1771, 2613), 尺寸: 55x44
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '19', 坐标: (2009, 2894), 尺寸: 72x54
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '21', 坐标: (1959, 2879), 尺寸: 72x47
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '23', 坐标: (1969, 2864), 尺寸: 63x51
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '25', 坐标: (1952, 2873), 尺寸: 67x55
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '29', 坐标: (1953, 2895), 尺寸: 58x43
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '31', 坐标: (2000, 2898), 尺寸: 69x56
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '33', 坐标: (1955, 2879), 尺寸: 67x55
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '35', 坐标: (2004, 2884), 尺寸: 64x51
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '37', 坐标: (1983, 2909), 尺寸: 72x56
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '39', 坐标: (1945, 2892), 尺寸: 111x57
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '41', 坐标: (1993, 2898), 尺寸: 61x50
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '43', 坐标: (1984, 2908), 尺寸: 72x56
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '45', 坐标: (2000, 2911), 尺寸: 66x51
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '47', 坐标: (1995, 2909), 尺寸: 75x57
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '49', 坐标: (2000, 2908), 尺寸: 63x51
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '51', 坐标: (2003, 2895), 尺寸: 63x50
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '53', 坐标: (1997, 2908), 尺寸: 66x51
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '55', 坐标: (1970, 2890), 尺寸: 86x54
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '3', 坐标: (1996, 2878), 尺寸: 38x117
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '59', 坐标: (1997, 2915), 尺寸: 68x50
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '6', 坐标: (2020, 2919), 尺寸: 30x28
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '63', 坐标: (2004, 2914), 尺寸: 66x51
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '65', 坐标: (2006, 2920), 尺寸: 66x51
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '67', 坐标: (2014, 2914), 尺寸: 66x51
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '69', 坐标: (2009, 2909), 尺寸: 63x51
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '7', 坐标: (2003, 2909), 尺寸: 44x31
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '73', 坐标: (1939, 2911), 尺寸: 120x56
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '75', 坐标: (1983, 2912), 尺寸: 74x57
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '5', 坐标: (1993, 2896), 尺寸: 24x32
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '79', 坐标: (2031, 2920), 尺寸: 66x52
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '81', 坐标: (2028, 2932), 尺寸: 63x52
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '83', 坐标: (2032, 2921), 尺寸: 69x52
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '85', 坐标: (2015, 2929), 尺寸: 74x58
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '87', 坐标: (2023, 2926), 尺寸: 71x50
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '89', 坐标: (2017, 2921), 尺寸: 69x52
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '91', 坐标: (2009, 2928), 尺寸: 69x50
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '93', 坐标: (2025, 2932), 尺寸: 66x52
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '95', 坐标: (2029, 2931), 尺寸: 74x58
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '97', 坐标: (2045, 2939), 尺寸: 64x52
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '99', 坐标: (2044, 2928), 尺寸: 71x58
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '103', 坐标: (1997, 2881), 尺寸: 97x53
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '3', 坐标: (284, 428), 尺寸: 30x27
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '4', 坐标: (279, 529), 尺寸: 35x32
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '13', 坐标: (1979, 2896), 尺寸: 67x51
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_number, 文本: '15', 坐标: (1967, 2899), 尺寸: 72x55
[FILTER_LOG] ROW被过滤 - 过滤器: filter_header, 文本: '语文·六年级上册', 坐标: (1395, 270), 尺寸: 450x65
[FILTER_LOG] ROW被过滤 - 过滤器: filter_page_number, 文本: '43', 坐标: (1783, 2959), 尺寸: 52x48
[FILTER_LOG] ROW被过滤 - 过滤器: filter_header, 文本: '语文·六年级上册', 坐标: (1395, 270), 尺寸: 450x65
[FILTER_LOG] ROW被过滤 - 过滤器: filter_page_number, 文本: '43', 坐标: (1783, 2959), 尺寸: 52x48
[FILTER_LOG] ROW被过滤 - 过滤器: filter_header, 文本: '语文·六年级上册', 坐标: (1395, 270), 尺寸: 450x65
[FILTER_LOG] ROW被过滤 - 过滤器: filter_page_number, 文本: '43', 坐标: (1783, 2959), 尺寸: 52x48
[FILTER_LOG] BOX被过滤 - 过滤器: filter_keywords, 文本: '第一单元', 坐标: (265, 572), 尺寸: 197x57
[FILTER_LOG] BOX被过滤 - 过滤器: filter_small_boxes, 文本: '0', 坐标: (531, 592), 尺寸: 27x24
[FILTER_LOG] BOX被过滤 - 过滤器: filter_small_boxes, 文本: '8', 坐标: (1212, 688), 尺寸: 20x23
[FILTER_LOG] BOX被过滤 - 过滤器: filter_small_boxes, 文本: '5', 坐标: (1173, 1063), 尺寸: 24x30
[FILTER_LOG] BOX被过滤 - 过滤器: filter_keywords, 文本: '第二单元', 坐标: (846, 1134), 尺寸: 202x57
[FILTER_LOG] BOX被过滤 - 过滤器: filter_keywords, 文本: '第三单元', 坐标: (259, 1760), 尺寸: 197x57
[FILTER_LOG] BOX被过滤 - 过滤器: filter_small_boxes, 文本: '40', 坐标: (1782, 2252), 尺寸: 41x30
[FILTER_LOG] BOX被过滤 - 过滤器: filter_keywords, 文本: '第四单元', 坐标: (841, 2317), 尺寸: 197x57
[FILTER_LOG] BOX被过滤 - 过滤器: filter_keywords, 文本: '第一单元', 坐标: (265, 572), 尺寸: 197x57
[FILTER_LOG] BOX被过滤 - 过滤器: filter_small_boxes, 文本: '0', 坐标: (531, 592), 尺寸: 27x24
[FILTER_LOG] BOX被过滤 - 过滤器: filter_small_boxes, 文本: '8', 坐标: (1212, 688), 尺寸: 20x23
[FILTER_LOG] BOX被过滤 - 过滤器: filter_small_boxes, 文本: '5', 坐标: (1173, 1063), 尺寸: 24x30
[FILTER_LOG] BOX被过滤 - 过滤器: filter_keywords, 文本: '第二单元', 坐标: (846, 1134), 尺寸: 202x57
[FILTER_LOG] BOX被过滤 - 过滤器: filter_keywords, 文本: '第三单元', 坐标: (259, 1760), 尺寸: 197x57
[FILTER_LOG] BOX被过滤 - 过滤器: filter_small_boxes, 文本: '40', 坐标: (1782, 2252), 尺寸: 41x30
[FILTER_LOG] BOX被过滤 - 过滤器: filter_keywords, 文本: '第四单元', 坐标: (841, 2317), 尺寸: 197x57
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '1', 坐标: (302, 809), 尺寸: 6x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '目    录', 坐标: (271, 75), 尺寸: 68x27
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '第', 坐标: (99, 664), 尺寸: 19x19
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '五', 坐标: (99, 683), 尺寸: 19x19
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '单', 坐标: (99, 702), 尺寸: 19x19
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '元', 坐标: (99, 721), 尺寸: 19x19
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '16     太\u3000阳\x08ćććććććććććććććććć57', 坐标: (169, 659), 尺寸: 325x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '17     松\u3000鼠\x08ćććććććććććććććććć60', 坐标: (169, 679), 尺寸: 325x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '单元巩固练习\x08ććććććććććććććć63', 坐标: (169, 699), 尺寸: 326x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '2', 坐标: (303, 809), 尺寸: 6x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '第', 坐标: (99, 112), 尺寸: 19x19
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '18     慈母情深\x08ććććććććććććććććć66', 坐标: (169, 94), 尺寸: 325x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '第一单元', 坐标: (260, 90), 尺寸: 91x25
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '二、根据释义，写出课文中的词语。', 坐标: (73, 653), 尺寸: 191x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '1.形容声音响亮而有节奏。', 坐标: (97, 682), 尺寸: 142x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '（', 坐标: (426, 682), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '）', 坐标: (530, 682), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '2.特殊的爱好。', 坐标: (97, 702), 尺寸: 82x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '（', 坐标: (426, 702), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '）', 坐标: (530, 702), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '3.虽然很好，但还有缺陷。', 坐标: (97, 722), 尺寸: 142x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '（', 坐标: (426, 722), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '）', 坐标: (530, 722), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '4.形容水质或某种状态的纯净。', 坐标: (97, 742), 尺寸: 166x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '（', 坐标: (426, 742), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '）', 坐标: (530, 742), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '1', 坐标: (302, 796), 尺寸: 6x30
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '三、品读句子，理解句意。', 坐标: (73, 97), 尺寸: 143x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '时候已经是云气氤氲，一层一层的山隐在雾中，只给你个朦胧的身影。走在海拔', 坐标: (73, 641), 尺寸: 425x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '米', 坐标: (524, 641), 尺寸: 13x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '的山路上，圆珠子般透明的雨滴仿佛不是从天而降，而是升自某个深渊，升自往日消逝', 坐标: (73, 661), 尺寸: 464x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '的某种怀念。此间风景让人陶醉。', 坐标: (73, 681), 尺寸: 179x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '终于登顶！大地温柔起伏，至草地边缘，遂壁立如削。雨停了，方便我们在崖边远', 坐标: (97, 701), 尺寸: 440x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '眺那些方言中的村庄。村子的主色是白和红，它们在万亩土豆葱绿的背景中，如此鲜艳', 坐标: (73, 721), 尺寸: 464x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '又安详宁静。皇天在上，后土在下，这是炊烟、雄黄酒、石头房；这是劈柴、针灸；这', 坐标: (73, 741), 尺寸: 464x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '是父亲的遗像；这是农历、雨水、井栏和池塘……多少年了，它们依然待在原地，如此', 坐标: (73, 761), 尺寸: 464x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '2', 坐标: (303, 796), 尺寸: 6x30
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '1', 坐标: (302, 809), 尺寸: 6x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '目    录', 坐标: (271, 75), 尺寸: 68x27
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '第', 坐标: (99, 664), 尺寸: 19x19
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '五', 坐标: (99, 683), 尺寸: 19x19
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '单', 坐标: (99, 702), 尺寸: 19x19
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '元', 坐标: (99, 721), 尺寸: 19x19
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '16     太\u3000阳\x08ćććććććććććććććććć57', 坐标: (169, 659), 尺寸: 325x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '17     松\u3000鼠\x08ćććććććććććććććććć60', 坐标: (169, 679), 尺寸: 325x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '单元巩固练习\x08ććććććććććććććć63', 坐标: (169, 699), 尺寸: 326x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '2', 坐标: (303, 809), 尺寸: 6x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '第', 坐标: (99, 112), 尺寸: 19x19
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '18     慈母情深\x08ććććććććććććććććć66', 坐标: (169, 94), 尺寸: 325x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '第一单元', 坐标: (260, 90), 尺寸: 91x25
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '二、根据释义，写出课文中的词语。', 坐标: (73, 653), 尺寸: 191x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '1.形容声音响亮而有节奏。', 坐标: (97, 682), 尺寸: 142x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '（', 坐标: (426, 682), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '）', 坐标: (530, 682), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '2.特殊的爱好。', 坐标: (97, 702), 尺寸: 82x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '（', 坐标: (426, 702), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '）', 坐标: (530, 702), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '3.虽然很好，但还有缺陷。', 坐标: (97, 722), 尺寸: 142x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '（', 坐标: (426, 722), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '）', 坐标: (530, 722), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '4.形容水质或某种状态的纯净。', 坐标: (97, 742), 尺寸: 166x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '（', 坐标: (426, 742), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '）', 坐标: (530, 742), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '1', 坐标: (302, 796), 尺寸: 6x30
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '三、品读句子，理解句意。', 坐标: (73, 97), 尺寸: 143x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '的山路上，圆珠子般透明的雨滴仿佛不是从天而降，而是升自某个深渊，升自往日消逝', 坐标: (73, 661), 尺寸: 464x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '的某种怀念。此间风景让人陶醉。', 坐标: (73, 681), 尺寸: 179x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '终于登顶！大地温柔起伏，至草地边缘，遂壁立如削。雨停了，方便我们在崖边远', 坐标: (97, 701), 尺寸: 440x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '眺那些方言中的村庄。村子的主色是白和红，它们在万亩土豆葱绿的背景中，如此鲜艳', 坐标: (73, 721), 尺寸: 464x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '又安详宁静。皇天在上，后土在下，这是炊烟、雄黄酒、石头房；这是劈柴、针灸；这', 坐标: (73, 741), 尺寸: 464x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '是父亲的遗像；这是农历、雨水、井栏和池塘……多少年了，它们依然待在原地，如此', 坐标: (73, 761), 尺寸: 464x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_page_header_footer, 文本: '2', 坐标: (303, 796), 尺寸: 6x30
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '1', 坐标: (302, 809), 尺寸: 6x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '目    录', 坐标: (271, 75), 尺寸: 68x27
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '五', 坐标: (99, 683), 尺寸: 19x19
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '单', 坐标: (99, 702), 尺寸: 19x19
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '元', 坐标: (99, 721), 尺寸: 19x19
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '17     松\u3000鼠\x08ćććććććććććććććććć60', 坐标: (169, 679), 尺寸: 325x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '单元巩固练习\x08ććććććććććććććć63', 坐标: (169, 699), 尺寸: 326x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '2', 坐标: (303, 809), 尺寸: 6x14
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '·（huì', 坐标: (498, 443), 尺寸: 40x23
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '寻常', 坐标: (445, 544), 尺寸: 23x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '望却', 坐标: (493, 544), 尺寸: 23x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '乡居', 坐标: (446, 564), 尺寸: 23x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '末免', 坐标: (494, 564), 尺寸: 23x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '）。', 坐标: (428, 584), 尺寸: 19x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '1.形容声音响亮而有节奏。', 坐标: (97, 682), 尺寸: 142x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '（', 坐标: (426, 682), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '）', 坐标: (530, 682), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '2.特殊的爱好。', 坐标: (97, 702), 尺寸: 82x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '（', 坐标: (426, 702), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '）', 坐标: (530, 702), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '3.虽然很好，但还有缺陷。', 坐标: (97, 722), 尺寸: 142x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '（', 坐标: (426, 722), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '）', 坐标: (530, 722), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '4.形容水质或某种状态的纯净。', 坐标: (97, 742), 尺寸: 166x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '（', 坐标: (426, 742), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '）', 坐标: (530, 742), 尺寸: 11x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '1', 坐标: (302, 796), 尺寸: 6x30
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: 'D.姓', 坐标: (469, 166), 尺寸: 24x13
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '2000', 坐标: (501, 636), 尺寸: 23x27
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '米', 坐标: (524, 641), 尺寸: 13x12
[FILTER_LOG] BOX被过滤 - 过滤器: filter_by_page_region, 文本: '的某种怀念。此间风景让人陶醉。', 坐标: (73, 681), 尺寸: 179x12
